question,sentence,label,prompt_ent,prompt_con,predict
Do we see any new infiltrates on the chest x ray?,No new or progressive abnormalities are  identified to suggest a secondary site of infection.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No new or progressive abnormalities are  identified to suggest a secondary site of infection.'\nQuestion: 'Do we see any new infiltrates on the chest x ray?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No new or progressive abnormalities are  identified to suggest a secondary site of infection.'\nQuestion: 'Do we see any new infiltrates on the chest x ray?'""}]",Not entailment
Is there evidence of CHF?,IMPRESSION:   No radiographic evidence of acute cardiopulmonary process including CHF.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION:   No radiographic evidence of acute cardiopulmonary process including CHF.'\nQuestion: 'Is there evidence of CHF?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION:   No radiographic evidence of acute cardiopulmonary process including CHF.'\nQuestion: 'Is there evidence of CHF?'""}]",Entailment
Are there any signs of intraabdominal abscess?,Evaluate for abscess.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Evaluate for abscess.'\nQuestion: 'Are there any signs of intraabdominal abscess?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Evaluate for abscess.'\nQuestion: 'Are there any signs of intraabdominal abscess?'""}]",Not entailment
Where is ETT placed?,"FINDINGS:  In comparison with study of [**3-8**], the endotracheal tube now lies  approximately 2.4 cm above the carina.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINDINGS:  In comparison with study of [**3-8**], the endotracheal tube now lies  approximately 2.4 cm above the carina.'\nQuestion: 'Where is ETT placed?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINDINGS:  In comparison with study of [**3-8**], the endotracheal tube now lies  approximately 2.4 cm above the carina.'\nQuestion: 'Where is ETT placed?'""}]",Entailment
Is the left internal jugular cathether tip in the superior vena cava?,The left IJ central venous catheter has been advanced and the tip  is in the superior vena cava.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The left IJ central venous catheter has been advanced and the tip  is in the superior vena cava.'\nQuestion: 'Is the left internal jugular cathether tip in the superior vena cava?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The left IJ central venous catheter has been advanced and the tip  is in the superior vena cava.'\nQuestion: 'Is the left internal jugular cathether tip in the superior vena cava?'""}]",Entailment
How is the great saphenous vein on the right side?,Ankle  brachial index on the left was 0.3.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Ankle  brachial index on the left was 0.3.'\nQuestion: 'How is the great saphenous vein on the right side?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Ankle  brachial index on the left was 0.3.'\nQuestion: 'How is the great saphenous vein on the right side?'""}]",Not entailment
Are the carotid blood vessels bloecked?,The ICA to CCA ratio on the right is 1.0 and on the left 1.7.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The ICA to CCA ratio on the right is 1.0 and on the left 1.7.'\nQuestion: 'Are the carotid blood vessels bloecked?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The ICA to CCA ratio on the right is 1.0 and on the left 1.7.'\nQuestion: 'Are the carotid blood vessels bloecked?'""}]",Not entailment
Is there evidence of pneumothorax?,There is cardiomegaly.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is cardiomegaly.'\nQuestion: 'Is there evidence of pneumothorax?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is cardiomegaly.'\nQuestion: 'Is there evidence of pneumothorax?'""}]",Not entailment
Is there any mediastinal shift due to pneumothorax?,No  pneumothorax.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No  pneumothorax.'\nQuestion: 'Is there any mediastinal shift due to pneumothorax?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No  pneumothorax.'\nQuestion: 'Is there any mediastinal shift due to pneumothorax?'""}]",Not entailment
Is there any evidence of bleeding?,"If there is a high clinical suspicion of neurological injury, an MRI is a more  sensitive study.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'If there is a high clinical suspicion of neurological injury, an MRI is a more  sensitive study.'\nQuestion: 'Is there any evidence of bleeding?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'If there is a high clinical suspicion of neurological injury, an MRI is a more  sensitive study.'\nQuestion: 'Is there any evidence of bleeding?'""}]",Not entailment
What does the lung picture look like?,Possible mild CHF but no overt  pulmonary edema and no evidence for pneumonia.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Possible mild CHF but no overt  pulmonary edema and no evidence for pneumonia.'\nQuestion: 'What does the lung picture look like?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Possible mild CHF but no overt  pulmonary edema and no evidence for pneumonia.'\nQuestion: 'What does the lung picture look like?'""}]",Not entailment
Is there any air between the plueral tissues?,No pneumothorax.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No pneumothorax.'\nQuestion: 'Is there any air between the plueral tissues?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No pneumothorax.'\nQuestion: 'Is there any air between the plueral tissues?'""}]",Not entailment
Are there any clots in the lung vasculature?,There is mild fatty infiltration of the liver.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is mild fatty infiltration of the liver.'\nQuestion: 'Are there any clots in the lung vasculature?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is mild fatty infiltration of the liver.'\nQuestion: 'Are there any clots in the lung vasculature?'""}]",Not entailment
How are the veins of the lower extremity?,"The remainder of the right cephalic vein was  patent and demonstrated diameters of 0.41, 0.2, 0.27, 0.21, and 0.2.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The remainder of the right cephalic vein was  patent and demonstrated diameters of 0.41, 0.2, 0.27, 0.21, and 0.2.'\nQuestion: 'How are the veins of the lower extremity?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The remainder of the right cephalic vein was  patent and demonstrated diameters of 0.41, 0.2, 0.27, 0.21, and 0.2.'\nQuestion: 'How are the veins of the lower extremity?'""}]",Not entailment
is there evidence of fracture?,Evaluate for fracture.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Evaluate for fracture.'\nQuestion: 'is there evidence of fracture?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Evaluate for fracture.'\nQuestion: 'is there evidence of fracture?'""}]",Not entailment
Are there any clots in the deep veins of the left upper extremity ?,No intraluminal thrombus is identified.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No intraluminal thrombus is identified.'\nQuestion: 'Are there any clots in the deep veins of the left upper extremity ?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No intraluminal thrombus is identified.'\nQuestion: 'Are there any clots in the deep veins of the left upper extremity ?'""}]",Not entailment
Is there evidence of any new infiltrate in the lungs?,The tip of a left IJ is in the left brachiocephalic vein.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The tip of a left IJ is in the left brachiocephalic vein.'\nQuestion: 'Is there evidence of any new infiltrate in the lungs?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The tip of a left IJ is in the left brachiocephalic vein.'\nQuestion: 'Is there evidence of any new infiltrate in the lungs?'""}]",Not entailment
Is there any abnormal fluid filled mass in the abdomen?,There is no evidence of appendicitis or  free intraperitoneal air.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is no evidence of appendicitis or  free intraperitoneal air.'\nQuestion: 'Is there any abnormal fluid filled mass in the abdomen?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is no evidence of appendicitis or  free intraperitoneal air.'\nQuestion: 'Is there any abnormal fluid filled mass in the abdomen?'""}]",Not entailment
Did the lead dislodge from the desired position?,FINDINGS:  Dual lead pacemaker is unchanged in position.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINDINGS:  Dual lead pacemaker is unchanged in position.'\nQuestion: 'Did the lead dislodge from the desired position?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINDINGS:  Dual lead pacemaker is unchanged in position.'\nQuestion: 'Did the lead dislodge from the desired position?'""}]",Not entailment
Is there signs of RUL opacity?,IMPRESSION:  Persistent right upper lobe opacity.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  Persistent right upper lobe opacity.'\nQuestion: 'Is there signs of RUL opacity?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  Persistent right upper lobe opacity.'\nQuestion: 'Is there signs of RUL opacity?'""}]",Entailment
Is there evidence of PE?,CONCLUSION:  1) No evidence of pulmonary embolism.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'CONCLUSION:  1) No evidence of pulmonary embolism.'\nQuestion: 'Is there evidence of PE?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'CONCLUSION:  1) No evidence of pulmonary embolism.'\nQuestion: 'Is there evidence of PE?'""}]",Entailment
Did you find evidence of CHF?,FINDINGS: There has been interval removal of the pulmonary artery catheter.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINDINGS: There has been interval removal of the pulmonary artery catheter.'\nQuestion: 'Did you find evidence of CHF?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINDINGS: There has been interval removal of the pulmonary artery catheter.'\nQuestion: 'Did you find evidence of CHF?'""}]",Not entailment
Do we see any trauma to the pluera due to Central venous line?,"FINAL REPORT  CHEST RADIOGRAPH:   INDICATION:  New central venous access line, trauma, evaluation for  pneumothorax.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  CHEST RADIOGRAPH:   INDICATION:  New central venous access line, trauma, evaluation for  pneumothorax.'\nQuestion: 'Do we see any trauma to the pluera due to Central venous line?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  CHEST RADIOGRAPH:   INDICATION:  New central venous access line, trauma, evaluation for  pneumothorax.'\nQuestion: 'Do we see any trauma to the pluera due to Central venous line?'""}]",Not entailment
Is there any evidence of enlarged colon?,There are apparent areas of mild bowel wall  thickening involving the transverse colon and hepatic flexure.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There are apparent areas of mild bowel wall  thickening involving the transverse colon and hepatic flexure.'\nQuestion: 'Is there any evidence of enlarged colon?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There are apparent areas of mild bowel wall  thickening involving the transverse colon and hepatic flexure.'\nQuestion: 'Is there any evidence of enlarged colon?'""}]",Entailment
Is there evidence of CHF?,No  pneumothorax is present.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'No  pneumothorax is present.'\nQuestion: 'Is there evidence of CHF?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'No  pneumothorax is present.'\nQuestion: 'Is there evidence of CHF?'""}]",Not entailment
Is there any difference in the infiltrates?,IMPRESSION: Imporved pulmonary edema with remaining interstitial pattern due  to elevated pulmonary venous pressure.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION: Imporved pulmonary edema with remaining interstitial pattern due  to elevated pulmonary venous pressure.'\nQuestion: 'Is there any difference in the infiltrates?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION: Imporved pulmonary edema with remaining interstitial pattern due  to elevated pulmonary venous pressure.'\nQuestion: 'Is there any difference in the infiltrates?'""}]",Not entailment
What is the location of leads on chest x ray?,A permanent pacemaker is present with leads terminating in the right ventricle  and right atrium.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'A permanent pacemaker is present with leads terminating in the right ventricle  and right atrium.'\nQuestion: 'What is the location of leads on chest x ray?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'A permanent pacemaker is present with leads terminating in the right ventricle  and right atrium.'\nQuestion: 'What is the location of leads on chest x ray?'""}]",Entailment
